ArbiBird #1: Background: Blue, Beak: Stark - Gray, Body: Small - Gray, Eyes: Hoodie, Eyewear: Angry - Red, Headwear: Visor (Jade), Outerwear: Captain's Cap
ArbiBird #4116: Background: Blue, Beak: Glitch - Legendary Brave, Body: Small - Ruby, Eyes: Gold Chain, Eyewear: Angry - Blue, Headwear: Jobs Glasses, Outerwear: Witch's Hat
ArbiBird #4117: Background: Blue, Beak: Tabby - Green, Body: Short - Golden, Eyes: Hoodie, Eyewear: Discerning - Skeleton, Headwear: Big Tech, Outerwear: Headphones
ArbiBird #4118: Background: Blue, Beak: Crescent - White, Body: Short - Golden, Eyes: Hoodie Down, Eyewear: Angry - Purple, Headwear: Monocle (Jade), Outerwear: Aviator's Cap
ArbiBird #4119: Background: Blue, Beak: Professor - Brown, Body: Long - Orange, Eyes: Jean Jacket, Eyewear: Open - Green, Headwear: None, Outerwear: Chromie
ArbiBird #4120: Background: Blue, Beak: Tranquil - Brown, Body: Small - Orange, Eyes: Punk Jacket, Eyewear: Open - Green, Headwear: 3D Glasses, Outerwear: Gremplin
ArbiBird #4121: Background: Blue, Beak: Sage - Brown, Body: Long - Orange, Eyes: None, Eyewear: Angry - Skeleton, Headwear: Gazelles, Outerwear: Fire
ArbiBird #4122: Background: Blue, Beak: Sage - White, Body: Long - Gray, Eyes: Punk Jacket, Eyewear: Discerning - Blue, Headwear: Visor (Jade), Outerwear: Witch's Hat
ArbiBird #4123: Background: Blue, Beak: Guardian - Brown, Body: Long - Skeleton, Eyes: None, Eyewear: Side-eye - Yellow, Headwear: Eyepatch, Outerwear: Beanie
ArbiBird #4124: Background: Blue, Beak: Professor - Green, Body: Small - Gray, Eyes: Hero's Tunic, Eyewear: Angry - Green, Headwear: Aviators, Outerwear: Rubber Duck
ArbiBird #4125: Background: Blue, Beak: Tranquil - Pink, Body: Short - Orange, Eyes: Bomber Jacket, Eyewear: Open - Moon, Headwear: Sunglasses, Outerwear: Headband
ArbiBird #4126: Background: Blue, Beak: Professor - Black, Body: Long - Gray, Eyes: None, Eyewear: Open - Skeleton, Headwear: Rose-Colored Glasses, Outerwear: Wizard's Hat
ArbiBird #4127: Background: Blue, Beak: Sage - White, Body: Small - Orange, Eyes: Bomber Jacket, Eyewear: Relaxed - Purple, Headwear: Monocle, Outerwear: Dancing Flame (Jade)
ArbiBird #4128: Background: Blue, Beak: Guardian - Purple, Body: Short - Skeleton, Eyes: Gold Chain, Eyewear: Open - Red, Headwear: Sunglasses, Outerwear: Wizard's Hat
ArbiBird #4129: Background: Blue, Beak: Golden - Legendary Sage, Body: Short - Skeleton, Eyes: Hoodie, Eyewear: Open - Blue, Headwear: Big Tech, Outerwear: Flower
ArbiBird #4130: Background: Blue, Beak: Tranquil - Gray, Body: Short - Robot, Eyes: Punk Jacket, Eyewear: Angry - White, Headwear: Monocle, Outerwear: Fire
ArbiBird #4131: Background: Blue, Beak: Sage - White, Body: Long - Orange, Eyes: Diamond Necklace, Eyewear: Closed (Enlightened), Headwear: Rose-Colored Glasses, Outerwear: Parliament Mask (Jade)
ArbiBird #4132: Background: Blue, Beak: Enlightened - Legendary Brave, Body: Small - Golden, Eyes: Bomber Jacket, Eyewear: Glitch 3, Headwear: Visor, Outerwear: Raincloud
ArbiBird #4133: Background: Blue, Beak: Guardian - Black, Body: Short (Jade), Eyes: Punk Jacket, Eyewear: Discerning - Purple, Headwear: None, Outerwear: Headphones
ArbiBird #4134: Background: Blue, Beak: Enlightened - Legendary Professor, Body: Long - Orange, Eyes: Jean Jacket, Eyewear: Glitch 1, Headwear: Sunglasses, Outerwear: Beanie
ArbiBird #4135: Background: Blue, Beak: Tranquil - Red, Body: Small - Skeleton, Eyes: Bomber Jacket, Eyewear: Adorable - Ruby, Headwear: Visor, Outerwear: Dancing Flame (Enlightened Variant)
ArbiBird #4136: Background: Blue, Beak: Guardian - Pink, Body: Short - Ruby, Eyes: Hoodie, Eyewear: Open - Robot, Headwear: Black-rimmed Glasses, Outerwear: Crescent Talisman (Jade)
ArbiBird #4137: Background: Blue, Beak: Brave - White, Body: Short - Gray, Eyes: Hero's Tunic, Eyewear: Diamond - Epic, Headwear: Monocle, Outerwear: Raincloud
ArbiBird #4138: Background: Blue, Beak: Stark - Pink, Body: Short - Golden, Eyes: Hero's Tunic, Eyewear: Glitch 2, Headwear: Visor (Jade), Outerwear: Captain's Cap
ArbiBird #4139: Background: Blue, Beak: Skeleton - Bone, Body: Short (Jade), Eyes: Hero's Tunic, Eyewear: Relaxed - White, Headwear: 3D Glasses, Outerwear: Tiny Crown
ArbiBird #4140: Background: Blue, Beak: Guardian - Blue, Body: Short - Skeleton, Eyes: Hoodie Down, Eyewear: Open - Moon, Headwear: Half-moon Spectacles, Outerwear: Cowboy Hat
ArbiBird #4141: Background: Blue, Beak: Guardian - Brown, Body: Short - Robot, Eyes: Hoodie, Eyewear: Side-eye - Purple, Headwear: Monocle (Jade), Outerwear: Pirate's Hat
ArbiBird #4142: Background: Blue, Beak: Guardian - Purple, Body: Short - Robot, Eyes: Jean Jacket, Eyewear: Side-eye - Purple, Headwear: Visor (Jade), Outerwear: Aviator's Cap
ArbiBird #4143: Background: Blue, Beak: Sage - Pink, Body: Small - Robot, Eyes: Hoodie, Eyewear: Relaxed (Enlightened), Headwear: None, Outerwear: Mohawk (Green)
ArbiBird #4144: Background: Blue, Beak: Robot - Metal, Body: Small - Gray, Eyes: Diamond Necklace, Eyewear: Angry - Ruby, Headwear: Rose-Colored Glasses, Outerwear: Pirate's Hat
ArbiBird #4145: Background: Blue, Beak: Guardian - White, Body: Short - Ruby, Eyes: Hoodie Down, Eyewear: Closed (Enlightened), Headwear: Jobs Glasses, Outerwear: Rubber Duck
ArbiBird #4146: Background: Blue, Beak: Tabby - White, Body: Short - Ruby, Eyes: Jean Jacket, Eyewear: Open - Enchanted, Headwear: Sunglasses, Outerwear: Tiny Crown
ArbiBird #4147: Background: Blue, Beak: Enlightened - Legendary Professor, Body: Small - Robot, Eyes: Jean Jacket, Eyewear: Angry - Blue, Headwear: Monocle (Jade), Outerwear: Tiny Crown (Jade)
ArbiBird #4148: Background: Blue, Beak: Golden - Legendary Emperor, Body: Long - Robot, Eyes: Gold Chain, Eyewear: Open - Skeleton, Headwear: Big Tech, Outerwear: Bow
ArbiBird #4149: Background: Blue, Beak: Enlightened - Legendary Brave, Body: Small - Robot, Eyes: Bomber Jacket, Eyewear: Open (Jade), Headwear: Big Tech, Outerwear: Halo
ArbiBird #4150: Background: Blue, Beak: Brave - Purple, Body: Short - Gray, Eyes: Hoodie Down, Eyewear: Diamond - Epic, Headwear: Black-rimmed Glasses, Outerwear: Tiara
ArbiBird #4151: Background: Blue, Beak: Crescent - White, Body: Small - Robot, Eyes: Punk Jacket, Eyewear: Side-eye - Purple, Headwear: Rose-Colored Glasses, Outerwear: Wizard's Hat
ArbiBird #4152: Background: Blue, Beak: Cosmic - Legendary Guardian, Body: Long - Ruby, Eyes: None, Eyewear: Relaxed - White, Headwear: Sunglasses, Outerwear: Headband
ArbiBird #4153: Background: Blue, Beak: Jade - Legendary Sage, Body: Short - Orange, Eyes: Gold Chain, Eyewear: Side-eye - Blue, Headwear: Half-moon Spectacles, Outerwear: Karate Band
ArbiBird #4154: Background: Blue, Beak: Professor - Gray, Body: Small (Jade), Eyes: Hero's Tunic, Eyewear: Open - White, Headwear: None, Outerwear: Wizard's Hat
ArbiBird #4155: Background: Blue, Beak: Jade - Legendary Emperor, Body: Small - Ruby, Eyes: Gold Chain, Eyewear: Angry - Skeleton, Headwear: Jobs Glasses, Outerwear: Lincoln
ArbiBird #4156: Background: Blue, Beak: Stark - Red, Body: Short - Skeleton, Eyes: Punk Jacket, Eyewear: Angry - Blue, Headwear: Jobs Glasses, Outerwear: Halo (Enlightened Variant)
ArbiBird #4157: Background: Blue, Beak: Glitch - Legendary Sage, Body: Long - Golden, Eyes: Punk Jacket, Eyewear: Open - Robot, Headwear: Jobs Glasses, Outerwear: None
ArbiBird #4158: Background: Blue, Beak: Professor - Gray, Body: Short - Robot, Eyes: Hero's Tunic, Eyewear: Closed (Enlightened), Headwear: Half-moon Spectacles, Outerwear: Durag
ArbiBird #4159: Background: Blue, Beak: Glitch - Legendary Guardian, Body: Long - Orange, Eyes: Diamond Necklace, Eyewear: Open - Enchanted, Headwear: Rose-Colored Glasses, Outerwear: Chromie
ArbiBird #4160: Background: Blue, Beak: Crescent - Gray, Body: Short - Ruby, Eyes: Diamond Necklace, Eyewear: Angry - Purple, Headwear: Eyepatch, Outerwear: Headphones
ArbiBird #4161: Background: Blue, Beak: Professor - Green, Body: Long - Orange, Eyes: Punk Jacket, Eyewear: Relaxed - Yellow, Headwear: Black-rimmed Glasses, Outerwear: Grail
ArbiBird #4162: Background: Blue, Beak: Brave - Blue, Body: Short - Orange, Eyes: Hoodie Down, Eyewear: Open - Rainbow, Headwear: Black-rimmed Glasses, Outerwear: Crescent Talisman
ArbiBird #4163: Background: Blue, Beak: Cosmic - Legendary Crescent, Body: Long - Ruby, Eyes: Diamond Necklace, Eyewear: Relaxed - Gray, Headwear: Visor, Outerwear: Halo (Jade)
ArbiBird #4164: Background: Blue, Beak: Professor - Gray, Body: Small - Orange, Eyes: Jean Jacket, Eyewear: Discerning - Golden, Headwear: Sunglasses, Outerwear: Bucket Hat
ArbiBird #4165: Background: Blue, Beak: Tranquil - Purple, Body: Long - Golden, Eyes: Hero's Tunic, Eyewear: Open - White, Headwear: Black-rimmed Glasses, Outerwear: Dancing Flame
ArbiBird #4166: Background: Blue, Beak: Crescent - Green, Body: Short - Ruby, Eyes: Hoodie Down, Eyewear: Discerning - Green, Headwear: Eyepatch, Outerwear: Cowboy Hat
ArbiBird #4167: Background: Blue, Beak: Brave - Black, Body: Long - Skeleton, Eyes: Gold Chain, Eyewear: Angry - Golden, Headwear: Rose-Colored Glasses, Outerwear: Dancing Flame
ArbiBird #4168: Background: Blue, Beak: Brave - Purple, Body: Long - Robot, Eyes: Hoodie Down, Eyewear: Discerning - Gray, Headwear: Monocle, Outerwear: Lincoln
ArbiBird #4169: Background: Blue, Beak: Golden - Legendary Sage, Body: Long - Golden, Eyes: Punk Jacket, Eyewear: Open - Adorable, Headwear: Visor, Outerwear: Tiny Crown
ArbiBird #4170: Background: Blue, Beak: Professor - Red, Body: Small - Gray, Eyes: Hero's Tunic, Eyewear: Adorable - Ruby, Headwear: Aviators, Outerwear: Raincloud
ArbiBird #4171: Background: Blue, Beak: Crescent - Pink, Body: Long - Ruby, Eyes: Hoodie, Eyewear: Angry - Robot, Headwear: None, Outerwear: Halo (Enlightened Variant)
ArbiBird #4172: Background: Blue, Beak: Professor - Purple, Body: Short - Skeleton, Eyes: Diamond Necklace, Eyewear: Open - Adorable, Headwear: Visor, Outerwear: Wizard's Hat
ArbiBird #4173: Background: Blue, Beak: Brave - White, Body: Short - Orange, Eyes: Hoodie Down, Eyewear: Side-eye - Purple, Headwear: Monocle (Jade), Outerwear: Raincloud
ArbiBird #4174: Background: Blue, Beak: Crescent - Blue, Body: Small - Orange, Eyes: Bomber Jacket, Eyewear: Closed (Enlightened), Headwear: Big Tech, Outerwear: Fire
ArbiBird #4175: Background: Blue, Beak: Jade - Legendary Brave, Body: Small - Ruby, Eyes: Jean Jacket, Eyewear: Relaxed - Green, Headwear: Monocle (Jade), Outerwear: Crescent Talisman
ArbiBird #4176: Background: Blue, Beak: Guardian - Gray, Body: Short (Jade), Eyes: Hoodie, Eyewear: Side-eye - Gray, Headwear: Rose-Colored Glasses, Outerwear: Moon Hat
ArbiBird #4177: Background: Blue, Beak: Sage - Black, Body: Small (Jade), Eyes: Gold Chain, Eyewear: Side-eye - Yellow, Headwear: Rose-Colored Glasses, Outerwear: Mohawk (Pink)
ArbiBird #4178: Background: Blue, Beak: Tabby - Pink, Body: Short - Golden, Eyes: Hero's Tunic, Eyewear: Angry - Skeleton, Headwear: Big Tech, Outerwear: Forest Ranger
ArbiBird #4179: Background: Blue, Beak: Brave - Gray, Body: Long - Skeleton, Eyes: None, Eyewear: Side-eye - Green, Headwear: Monocle (Jade), Outerwear: Forest Ranger
ArbiBird #4180: Background: Blue, Beak: Emperor - Brown, Body: Short - Robot, Eyes: None, Eyewear: Open - Golden, Headwear: Gazelles, Outerwear: Dancing Flame (Enlightened Variant)
ArbiBird #4181: Background: Blue, Beak: Glitch - Legendary Guardian, Body: Small (Cosmic), Eyes: Gold Chain, Eyewear: Open - Ruby, Headwear: Half-moon Spectacles, Outerwear: Mohawk (Pink)
ArbiBird #4182: Background: Blue, Beak: Cosmic - Legendary Crescent, Body: Small - Golden, Eyes: Jean Jacket, Eyewear: Angry - Golden, Headwear: Half-moon Spectacles, Outerwear: Gremplin
ArbiBird #4183: Background: Blue, Beak: Enlightened - Legendary Brave, Body: Long - Robot, Eyes: Punk Jacket, Eyewear: Relaxed - Golden, Headwear: Sunglasses, Outerwear: Headphones
ArbiBird #4184: Background: Blue, Beak: Tabby - Green, Body: Small (Cosmic), Eyes: Hoodie, Eyewear: Angry - Yellow, Headwear: 3D Glasses, Outerwear: Chromie
ArbiBird #4185: Background: Blue, Beak: Brave - Pink, Body: Short (Jade), Eyes: None, Eyewear: Angry - Red, Headwear: Gazelles, Outerwear: Mohawk (Pink)
ArbiBird #4186: Background: Blue, Beak: Tabby - Brown, Body: Small - Robot, Eyes: Diamond Necklace, Eyewear: Rainbow - Epic, Headwear: Jobs Glasses, Outerwear: Gremplin
ArbiBird #4187: Background: Blue, Beak: Glitch - Legendary Emperor, Body: Long - Golden, Eyes: Jean Jacket, Eyewear: Open - Enchanted, Headwear: Visor, Outerwear: Halo (Jade)
ArbiBird #4188: Background: Blue, Beak: Glitch - Legendary Professor, Body: Long - Gray, Eyes: Bomber Jacket, Eyewear: Angry - Green, Headwear: Eyepatch, Outerwear: Chromie
ArbiBird #4189: Background: Blue, Beak: Guardian - Red, Body: Long - Golden, Eyes: Bomber Jacket, Eyewear: Open - Ruby, Headwear: Monocle (Jade), Outerwear: Flower
ArbiBird #4190: Background: Blue, Beak: Skeleton - Bone, Body: Small (Cosmic), Eyes: Hoodie Down, Eyewear: Angry - Golden, Headwear: Aviators, Outerwear: Durag
ArbiBird #4191: Background: Blue, Beak: Sage - Blue, Body: Short (Jade), Eyes: Hoodie, Eyewear: Discerning - Blue, Headwear: Monocle, Outerwear: Crescent Talisman
ArbiBird #4192: Background: Blue, Beak: Enlightened - Legendary Professor, Body: Short - Golden, Eyes: None, Eyewear: Open (Jade), Headwear: Rose-Colored Glasses, Outerwear: Crescent Talisman
ArbiBird #4193: Background: Blue, Beak: Tabby - White, Body: Long - Orange, Eyes: Hoodie, Eyewear: Relaxed - Yellow, Headwear: Half-moon Spectacles, Outerwear: Parliament Mask (Jade)
ArbiBird #4194: Background: Blue, Beak: Brave - Purple, Body: Long - Gray, Eyes: None, Eyewear: Discerning - Skeleton, Headwear: Sunglasses, Outerwear: Skully (Jade)
ArbiBird #4195: Background: Blue, Beak: Tranquil - Brown, Body: Small - Ruby, Eyes: Bomber Jacket, Eyewear: Angry - Ruby, Headwear: Aviators, Outerwear: Bow
ArbiBird #4196: Background: Blue, Beak: Emperor - Red, Body: Short - Golden, Eyes: Diamond Necklace, Eyewear: Angry - Yellow, Headwear: None, Outerwear: Cowboy Hat
ArbiBird #4197: Background: Blue, Beak: Cosmic - Legendary Guardian, Body: Small - Ruby, Eyes: Bomber Jacket, Eyewear: Open - Golden, Headwear: 3D Glasses, Outerwear: Bandana
ArbiBird #4198: Background: Blue, Beak: Tabby - Black, Body: Small (Jade), Eyes: Gold Chain, Eyewear: Relaxed (Enlightened), Headwear: Sunglasses, Outerwear: Cowboy Hat
ArbiBird #4199: Background: Blue, Beak: Crescent - White, Body: Long - Gray, Eyes: Bomber Jacket, Eyewear: Angry - Robot, Headwear: None, Outerwear: Diamond
ArbiBird #4200: Background: Blue, Beak: Emperor - White, Body: Short - Golden, Eyes: Gold Chain, Eyewear: Glitch 4, Headwear: Visor, Outerwear: Headphones
ArbiBird #4201: Background: Blue, Beak: Crescent - Pink, Body: Small (Enlightened), Eyes: Jean Jacket, Eyewear: Fire - Ruby, Headwear: Black-rimmed Glasses, Outerwear: Bandana
ArbiBird #4202: Background: Blue, Beak: Glitch - Legendary Guardian, Body: Small - Robot, Eyes: Hero's Tunic, Eyewear: Angry - Blue, Headwear: Sunglasses, Outerwear: Skully
ArbiBird #4203: Background: Blue, Beak: Ruby Skeleton - Legendary Bone, Body: Small - Orange, Eyes: Diamond Necklace, Eyewear: Angry - Yellow, Headwear: Half-moon Spectacles, Outerwear: Dancing Flame
ArbiBird #4204: Background: Blue, Beak: Guardian - White, Body: Long - Skeleton, Eyes: Jean Jacket, Eyewear: Fire - Ruby, Headwear: Sunglasses, Outerwear: Wizard's Hat
ArbiBird #4205: Background: Blue, Beak: Brave - Blue, Body: Long - Ruby, Eyes: Gold Chain, Eyewear: Rainbow - Epic, Headwear: Visor, Outerwear: Captain's Cap
ArbiBird #4206: Background: Blue, Beak: Tranquil - Pink, Body: Short - Gray, Eyes: Hero's Tunic, Eyewear: Open - Ruby, Headwear: Sunglasses, Outerwear: Halo
ArbiBird #4207: Background: Blue, Beak: Sage - Blue, Body: Short (Jade), Eyes: Punk Jacket, Eyewear: Side-eye - Purple, Headwear: Gazelles, Outerwear: Headband
ArbiBird #4208: Background: Blue, Beak: Jade - Legendary Guardian, Body: Small (Enlightened), Eyes: Bomber Jacket, Eyewear: Open - Ruby, Headwear: Gazelles, Outerwear: Beanie
ArbiBird #4209: Background: Blue, Beak: Tabby - Gray, Body: Small - Golden, Eyes: Diamond Necklace, Eyewear: Relaxed - Purple, Headwear: Aviators, Outerwear: Headband
ArbiBird #4210: Background: Blue, Beak: Crescent - Pink, Body: Short - Gray, Eyes: Punk Jacket, Eyewear: Rainbow - Epic, Headwear: Visor, Outerwear: Diamond (Jade)
ArbiBird #4211: Background: Blue, Beak: Cosmic - Legendary Sage, Body: Small (Cosmic), Eyes: Jean Jacket, Eyewear: Relaxed - Skeleton, Headwear: 3D Glasses, Outerwear: Grail
ArbiBird #4212: Background: Blue, Beak: Jade - Legendary Crescent, Body: Short - Ruby, Eyes: Punk Jacket, Eyewear: Heart - Epic, Headwear: Gazelles, Outerwear: Dancing Flame (Enlightened Variant)
ArbiBird #4213: Background: Blue, Beak: Crescent - Purple, Body: Long - Robot, Eyes: Punk Jacket, Eyewear: Discerning - Yellow, Headwear: Aviators, Outerwear: Diamond
ArbiBird #4214: Background: Blue, Beak: Brave - Purple, Body: Long - Orange, Eyes: Diamond Necklace, Eyewear: Side-eye - White, Headwear: None, Outerwear: Headphones
ArbiBird #4215: Background: Blue, Beak: Tabby - Gray, Body: Short - Orange, Eyes: Punk Jacket, Eyewear: Open - Robot, Headwear: Gazelles, Outerwear: Dancing Flame (Jade)
ArbiBird #4216: Background: Blue, Beak: Sage - Green, Body: Short - Robot, Eyes: Hoodie, Eyewear: Relaxed (Enlightened), Headwear: Jobs Glasses, Outerwear: Wizard's Hat
ArbiBird #4217: Background: Blue, Beak: Guardian - Purple, Body: Long - Robot, Eyes: Hero's Tunic, Eyewear: Side-eye - Gray, Headwear: Monocle, Outerwear: Mohawk (Pink)
ArbiBird #4218: Background: Blue, Beak: Crescent - Gray, Body: Short - Skeleton, Eyes: Hero's Tunic, Eyewear: Open (Cosmic), Headwear: Eyepatch, Outerwear: Halo (Enlightened Variant)
ArbiBird #4219: Background: Blue, Beak: Skeleton - Bone, Body: Small - Skeleton, Eyes: Gold Chain, Eyewear: Heart - Epic, Headwear: Monocle, Outerwear: Bucket Hat
ArbiBird #4220: Background: Blue, Beak: Crescent - Red, Body: Long - Golden, Eyes: Jean Jacket, Eyewear: Relaxed - Blue, Headwear: Monocle (Jade), Outerwear: Crescent Talisman (Jade)
ArbiBird #4221: Background: Blue, Beak: Tabby - Red, Body: Small - Ruby, Eyes: Jean Jacket, Eyewear: Discerning - Green, Headwear: Black-rimmed Glasses, Outerwear: Headband
ArbiBird #4222: Background: Blue, Beak: Stark - Black, Body: Short - Ruby, Eyes: Hero's Tunic, Eyewear: Heart - Epic, Headwear: Black-rimmed Glasses, Outerwear: Unicorn Horn (Jade)
ArbiBird #4223: Background: Blue, Beak: Brave - Gray, Body: Short - Orange, Eyes: Diamond Necklace, Eyewear: Glitch 6, Headwear: Jobs Glasses, Outerwear: Flower
ArbiBird #4224: Background: Blue, Beak: Tranquil - White, Body: Long - Robot, Eyes: Hero's Tunic, Eyewear: Angry - Blue, Headwear: Monocle (Jade), Outerwear: Mohawk (Pink)
ArbiBird #4225: Background: Blue, Beak: Crescent - Gray, Body: Long - Ruby, Eyes: Jean Jacket, Eyewear: Open - Skeleton, Headwear: Sunglasses, Outerwear: Diamond (Jade)
ArbiBird #4226: Background: Blue, Beak: Tranquil - Green, Body: Long - Skeleton, Eyes: None, Eyewear: Discerning - Gray, Headwear: Gazelles, Outerwear: Space Helmet
ArbiBird #4227: Background: Blue, Beak: Professor - Gray, Body: Long - Ruby, Eyes: Punk Jacket, Eyewear: Open - Red, Headwear: Half-moon Spectacles, Outerwear: Headband
ArbiBird #4228: Background: Blue, Beak: Emperor - Gray, Body: Small (Enlightened), Eyes: Hero's Tunic, Eyewear: Glitch 3, Headwear: Sunglasses, Outerwear: Mohawk (Pink)
ArbiBird #4229: Background: Blue, Beak: Jade - Legendary Professor, Body: Short - Orange, Eyes: Diamond Necklace, Eyewear: Open - Golden, Headwear: Monocle (Jade), Outerwear: Bandana
ArbiBird #4230: Background: Blue, Beak: Tabby - Pink, Body: Long - Golden, Eyes: None, Eyewear: Angry - Golden, Headwear: Gazelles, Outerwear: Diamond
ArbiBird #4231: Background: Blue, Beak: Tranquil - Purple, Body: Long - Skeleton, Eyes: Diamond Necklace, Eyewear: Side-eye - Purple, Headwear: Gazelles, Outerwear: None
