ArbiBird #1: Background: Blue, Body: Stark - Gray, Beak: Small - Gray, Outerwear: Hoodie, Eyes: Angry - Red, Eyewear: Visor (Jade), Headwear: Captain's Cap
ArbiBird #5996: Background: Blue, Body: Crescent - White, Beak: Long - Ruby, Outerwear: Bomber Jacket, Eyes: Glitch 3, Eyewear: Eyepatch, Headwear: Halo (Jade)
ArbiBird #5997: Background: Blue, Body: Brave - Purple, Beak: Short - Gray, Outerwear: Diamond Necklace, Eyes: Fire - Ruby, Eyewear: Rose-Colored Glasses, Headwear: Dancing Flame (Enlightened Variant)
ArbiBird #5998: Background: Blue, Body: Tabby - Pink, Beak: Short - Gray, Outerwear: Bomber Jacket, Eyes: Open - Red, Eyewear: Gazelles, Headwear: Halo (Enlightened Variant)
ArbiBird #5999: Background: Blue, Body: Crescent - Red, Beak: Small - Golden, Outerwear: Jean Jacket, Eyes: Discerning - Green, Eyewear: Monocle (Jade), Headwear: Bucket Hat
ArbiBird #6000: Background: Blue, Body: Crescent - Pink, Beak: Long - Golden, Outerwear: Bomber Jacket, Eyes: Adorable - Epic, Eyewear: Black-rimmed Glasses, Headwear: Grail
ArbiBird #6001: Background: Blue, Body: Stark - Brown, Beak: Long - Robot, Outerwear: Hero's Tunic, Eyes: Open - Purple, Eyewear: Eyepatch, Headwear: Headband
ArbiBird #6002: Background: Blue, Body: Golden - Legendary Emperor, Beak: Long - Skeleton, Outerwear: Jean Jacket, Eyes: Discerning - Golden, Eyewear: Jobs Glasses, Headwear: Moon Hat
ArbiBird #6003: Background: Blue, Body: Brave - Brown, Beak: Small (Cosmic), Outerwear: Punk Jacket, Eyes: Fire - Ruby, Eyewear: Visor, Headwear: Crescent Talisman (Jade)
ArbiBird #6004: Background: Blue, Body: Jade - Legendary Crescent, Beak: Short - Ruby, Outerwear: None, Eyes: Relaxed - Yellow, Eyewear: Aviators, Headwear: Hero's Cap
ArbiBird #6005: Background: Blue, Body: Crescent - Pink, Beak: Small - Robot, Outerwear: Diamond Necklace, Eyes: Open - Adorable, Eyewear: Monocle, Headwear: Moon Hat
ArbiBird #6006: Background: Blue, Body: Enlightened - Legendary Crescent, Beak: Small (Enlightened), Outerwear: None, Eyes: Glitch 3, Eyewear: 3D Glasses, Headwear: Dancing Flame (Enlightened Variant)
ArbiBird #6007: Background: Blue, Body: Brave - Pink, Beak: Short - Ruby, Outerwear: Jean Jacket, Eyes: Open - Fire, Eyewear: Monocle, Headwear: Dancing Flame (Enlightened Variant)
ArbiBird #6008: Background: Blue, Body: Tabby - Red, Beak: Long - Orange, Outerwear: Punk Jacket, Eyes: Relaxed - Ruby, Eyewear: Monocle, Headwear: Aviator's Cap
ArbiBird #6009: Background: Blue, Body: Crescent - White, Beak: Short (Jade), Outerwear: None, Eyes: Relaxed - Red, Eyewear: Black-rimmed Glasses, Headwear: Bow
ArbiBird #6010: Background: Blue, Body: Tabby - Blue, Beak: Short - Golden, Outerwear: Hoodie, Eyes: Adorable - Epic, Eyewear: Sunglasses, Headwear: Headband
ArbiBird #6011: Background: Blue, Body: Stark - Brown, Beak: Long - Gray, Outerwear: None, Eyes: Discerning - Purple, Eyewear: Monocle (Jade), Headwear: Grail
ArbiBird #6012: Background: Blue, Body: Crescent - Blue, Beak: Small (Jade), Outerwear: Gold Chain, Eyes: Glitch 3, Eyewear: Visor (Jade), Headwear: Halo (Jade)
ArbiBird #6013: Background: Blue, Body: Tranquil - Gray, Beak: Short - Ruby, Outerwear: None, Eyes: Angry - White, Eyewear: Jobs Glasses, Headwear: Flower
ArbiBird #6014: Background: Blue, Body: Jade - Legendary Sage, Beak: Short - Skeleton, Outerwear: Hero's Tunic, Eyes: Glitch 1, Eyewear: Half-moon Spectacles, Headwear: None
ArbiBird #6015: Background: Blue, Body: Emperor - White, Beak: Small (Jade), Outerwear: Diamond Necklace, Eyes: Open - Ruby, Eyewear: Black-rimmed Glasses, Headwear: Backwards Hat
ArbiBird #6016: Background: Blue, Body: Sage - Gray, Beak: Short - Gray, Outerwear: Hoodie Down, Eyes: Angry - Yellow, Eyewear: Half-moon Spectacles, Headwear: Unicorn Horn (Jade)
ArbiBird #6017: Background: Blue, Body: Cosmic - Legendary Guardian, Beak: Small - Skeleton, Outerwear: Diamond Necklace, Eyes: Side-eye - Blue, Eyewear: Monocle (Jade), Headwear: Lincoln
ArbiBird #6018: Background: Blue, Body: Glitch - Legendary Crescent, Beak: Small - Gray, Outerwear: Bomber Jacket, Eyes: Discerning - Red, Eyewear: Visor, Headwear: Parliament Mask (Jade)
ArbiBird #6019: Background: Blue, Body: Crescent - Green, Beak: Long - Gray, Outerwear: Bomber Jacket, Eyes: Rainbow - Epic, Eyewear: Gazelles, Headwear: Wizard's Hat
ArbiBird #6020: Background: Blue, Body: Jade - Legendary Brave, Beak: Short - Golden, Outerwear: Hero's Tunic, Eyes: Discerning - Golden, Eyewear: Black-rimmed Glasses, Headwear: Halo
ArbiBird #6021: Background: Blue, Body: Professor - Black, Beak: Long - Ruby, Outerwear: Hoodie Down, Eyes: Fire - Epic, Eyewear: Sunglasses, Headwear: Beanie
ArbiBird #6022: Background: Blue, Body: Enlightened - Legendary Crescent, Beak: Small - Golden, Outerwear: Jean Jacket, Eyes: Open - Skeleton, Eyewear: Jobs Glasses, Headwear: Backwards Hat
ArbiBird #6023: Background: Blue, Body: Glitch - Legendary Sage, Beak: Small - Golden, Outerwear: Gold Chain, Eyes: Fire - Ruby, Eyewear: 3D Glasses, Headwear: Rubber Duck
ArbiBird #6024: Background: Blue, Body: Skeleton - Bone, Beak: Short - Skeleton, Outerwear: None, Eyes: Angry - Gray, Eyewear: None, Headwear: Lincoln
ArbiBird #6025: Background: Blue, Body: Stark - Purple, Beak: Short - Ruby, Outerwear: Hero's Tunic, Eyes: Fire - Ruby, Eyewear: 3D Glasses, Headwear: Durag
ArbiBird #6026: Background: Blue, Body: Brave - Gray, Beak: Long - Orange, Outerwear: Hero's Tunic, Eyes: Relaxed - White, Eyewear: Jobs Glasses, Headwear: Diamond
ArbiBird #6027: Background: Blue, Body: Tabby - Pink, Beak: Small - Ruby, Outerwear: Gold Chain, Eyes: Relaxed - Green, Eyewear: Black-rimmed Glasses, Headwear: Captain's Cap
ArbiBird #6028: Background: Blue, Body: Glitch - Legendary Guardian, Beak: Long - Ruby, Outerwear: Punk Jacket, Eyes: Open - Yellow, Eyewear: None, Headwear: Chromie
ArbiBird #6029: Background: Blue, Body: Professor - Brown, Beak: Long - Skeleton, Outerwear: Hoodie Down, Eyes: Open - Diamond, Eyewear: Gazelles, Headwear: Backwards Hat
ArbiBird #6030: Background: Blue, Body: Ruby Skeleton - Legendary Bone, Beak: Short - Orange, Outerwear: Hoodie, Eyes: Open (Jade), Eyewear: Monocle, Headwear: Queen's Crown
ArbiBird #6031: Background: Blue, Body: Jade - Legendary Crescent, Beak: Small - Skeleton, Outerwear: None, Eyes: Side-eye - Yellow, Eyewear: Monocle (Jade), Headwear: Backwards Hat
ArbiBird #6032: Background: Blue, Body: Tabby - Red, Beak: Small - Orange, Outerwear: Punk Jacket, Eyes: Side-eye - Blue, Eyewear: Visor, Headwear: Mohawk (Jade)
ArbiBird #6033: Background: Blue, Body: Emperor - Pink, Beak: Long - Golden, Outerwear: Diamond Necklace, Eyes: Moon - Epic, Eyewear: Eyepatch, Headwear: Headphones
ArbiBird #6034: Background: Blue, Body: Tranquil - Brown, Beak: Long - Robot, Outerwear: Hoodie, Eyes: Relaxed - Green, Eyewear: Monocle, Headwear: Mohawk (Green)
ArbiBird #6035: Background: Blue, Body: Stark - Gray, Beak: Small - Robot, Outerwear: Gold Chain, Eyes: Relaxed - Purple, Eyewear: Visor (Jade), Headwear: Aviator's Cap
ArbiBird #6036: Background: Blue, Body: Tabby - Pink, Beak: Long - Orange, Outerwear: Hoodie, Eyes: Open - Enchanted, Eyewear: Monocle, Headwear: Forest Ranger
ArbiBird #6037: Background: Blue, Body: Sage - Black, Beak: Short - Robot, Outerwear: Jean Jacket, Eyes: Glitch 3, Eyewear: Rose-Colored Glasses, Headwear: Dancing Flame (Jade)
ArbiBird #6038: Background: Blue, Body: Glitch - Legendary Crescent, Beak: Short - Gray, Outerwear: Hoodie, Eyes: Angry - Skeleton, Eyewear: None, Headwear: Bucket Hat
ArbiBird #6039: Background: Blue, Body: Brave - Purple, Beak: Long - Ruby, Outerwear: Punk Jacket, Eyes: Glitch 6, Eyewear: Jobs Glasses, Headwear: Raincloud
ArbiBird #6040: Background: Blue, Body: Guardian - Pink, Beak: Small (Jade), Outerwear: Gold Chain, Eyes: Open - Rainbow, Eyewear: Monocle, Headwear: Wizard's Hat
ArbiBird #6041: Background: Blue, Body: Cosmic - Legendary Brave, Beak: Small (Jade), Outerwear: Hoodie Down, Eyes: Open - Enchanted, Eyewear: Big Tech, Headwear: Captain's Cap
ArbiBird #6042: Background: Blue, Body: Guardian - Green, Beak: Short - Ruby, Outerwear: None, Eyes: Rainbow - Epic, Eyewear: Jobs Glasses, Headwear: Dancing Flame (Jade)
ArbiBird #6043: Background: Blue, Body: Stark - Gray, Beak: Long - Robot, Outerwear: Gold Chain, Eyes: Discerning - Blue, Eyewear: Eyepatch, Headwear: Chromie
ArbiBird #6044: Background: Blue, Body: Emperor - Gray, Beak: Short - Robot, Outerwear: Punk Jacket, Eyes: Open - Gray, Eyewear: 3D Glasses, Headwear: Crescent Talisman (Jade)
ArbiBird #6045: Background: Blue, Body: Tabby - Purple, Beak: Small - Orange, Outerwear: Jean Jacket, Eyes: Angry - Yellow, Eyewear: Sunglasses, Headwear: Aviator's Cap
ArbiBird #6046: Background: Blue, Body: Guardian - White, Beak: Long - Gray, Outerwear: None, Eyes: Angry - Skeleton, Eyewear: None, Headwear: Aviator's Cap
ArbiBird #6047: Background: Blue, Body: Tranquil - Purple, Beak: Long - Orange, Outerwear: Hero's Tunic, Eyes: Angry - White, Eyewear: Half-moon Spectacles, Headwear: Halo (Enlightened Variant)
ArbiBird #6048: Background: Blue, Body: Emperor - Red, Beak: Small - Ruby, Outerwear: Diamond Necklace, Eyes: Relaxed - White, Eyewear: Half-moon Spectacles, Headwear: Parliament Mask (Jade)
ArbiBird #6049: Background: Blue, Body: Enlightened - Legendary Brave, Beak: Long - Gray, Outerwear: Hero's Tunic, Eyes: Open - Yellow, Eyewear: Gazelles, Headwear: Forest Ranger
ArbiBird #6050: Background: Blue, Body: Tranquil - White, Beak: Small - Orange, Outerwear: Diamond Necklace, Eyes: Relaxed - Golden, Eyewear: Visor, Headwear: Crescent Talisman
ArbiBird #6051: Background: Blue, Body: Emperor - Brown, Beak: Long - Ruby, Outerwear: Bomber Jacket, Eyes: Side-eye - Purple, Eyewear: None, Headwear: Bucket Hat
ArbiBird #6052: Background: Blue, Body: Cosmic - Legendary Sage, Beak: Small (Cosmic), Outerwear: Punk Jacket, Eyes: Open - Fire, Eyewear: Eyepatch, Headwear: Grail
ArbiBird #6053: Background: Blue, Body: Emperor - Blue, Beak: Long - Skeleton, Outerwear: Diamond Necklace, Eyes: Open - White, Eyewear: Sunglasses, Headwear: Rubber Duck
ArbiBird #6054: Background: Blue, Body: Tabby - Gray, Beak: Small - Gray, Outerwear: None, Eyes: Side-eye - Golden, Eyewear: Eyepatch, Headwear: Halo
ArbiBird #6055: Background: Blue, Body: Crescent - Purple, Beak: Short - Robot, Outerwear: Hoodie Down, Eyes: Angry - White, Eyewear: Half-moon Spectacles, Headwear: Halo (Enlightened Variant)
ArbiBird #6056: Background: Blue, Body: Cosmic - Legendary Brave, Beak: Small (Enlightened), Outerwear: None, Eyes: Discerning - Gray, Eyewear: Monocle (Jade), Headwear: Diamond (Jade)
ArbiBird #6057: Background: Blue, Body: Emperor - White, Beak: Small - Skeleton, Outerwear: Hoodie Down, Eyes: Open - Robot, Eyewear: Big Tech, Headwear: Queen's Crown
ArbiBird #6058: Background: Blue, Body: Jade - Legendary Brave, Beak: Small (Jade), Outerwear: Bomber Jacket, Eyes: Glitch 2, Eyewear: Rose-Colored Glasses, Headwear: Aviator's Cap
ArbiBird #6059: Background: Blue, Body: Tranquil - Gray, Beak: Small - Golden, Outerwear: Diamond Necklace, Eyes: Relaxed - Blue, Eyewear: Sunglasses, Headwear: Captain's Cap
ArbiBird #6060: Background: Blue, Body: Enlightened - Legendary Brave, Beak: Short - Golden, Outerwear: Bomber Jacket, Eyes: Discerning - Golden, Eyewear: None, Headwear: Halo (Jade)
ArbiBird #6061: Background: Blue, Body: Crescent - Blue, Beak: Small - Gray, Outerwear: Punk Jacket, Eyes: Open - White, Eyewear: Jobs Glasses, Headwear: Hero's Cap
ArbiBird #6062: Background: Blue, Body: Tranquil - Red, Beak: Small (Enlightened), Outerwear: Hoodie Down, Eyes: Moon - Epic, Eyewear: Jobs Glasses, Headwear: Halo (Jade)
ArbiBird #6063: Background: Blue, Body: Emperor - White, Beak: Long - Robot, Outerwear: None, Eyes: Side-eye - Red, Eyewear: Monocle (Jade), Headwear: Cowboy Hat
ArbiBird #6064: Background: Blue, Body: Tranquil - Brown, Beak: Long - Ruby, Outerwear: Gold Chain, Eyes: Glitch 1, Eyewear: Monocle, Headwear: Halo
ArbiBird #6065: Background: Blue, Body: Jade - Legendary Guardian, Beak: Long - Orange, Outerwear: Hoodie, Eyes: Relaxed - Red, Eyewear: Black-rimmed Glasses, Headwear: Halo
ArbiBird #6066: Background: Blue, Body: Professor - Blue, Beak: Long - Golden, Outerwear: Hero's Tunic, Eyes: Angry - Green, Eyewear: Big Tech, Headwear: Halo (Enlightened Variant)
ArbiBird #6067: Background: Blue, Body: Professor - Black, Beak: Small (Jade), Outerwear: Jean Jacket, Eyes: Fire - Epic, Eyewear: 3D Glasses, Headwear: Parliament Mask (Jade)
ArbiBird #6068: Background: Blue, Body: Skeleton - Bone, Beak: Short (Jade), Outerwear: None, Eyes: Angry - Gray, Eyewear: Visor (Jade), Headwear: Unicorn Horn (Jade)
ArbiBird #6069: Background: Blue, Body: Crescent - Black, Beak: Short - Golden, Outerwear: Diamond Necklace, Eyes: Relaxed - Ruby, Eyewear: Half-moon Spectacles, Headwear: Raincloud
ArbiBird #6070: Background: Blue, Body: Sage - Brown, Beak: Small - Gray, Outerwear: Hero's Tunic, Eyes: Moon - Epic, Eyewear: Big Tech, Headwear: Flower
ArbiBird #6071: Background: Blue, Body: Stark - Green, Beak: Short - Golden, Outerwear: Diamond Necklace, Eyes: Relaxed - Green, Eyewear: Big Tech, Headwear: Halo (Jade)
ArbiBird #6072: Background: Blue, Body: Crescent - Brown, Beak: Short (Jade), Outerwear: None, Eyes: Side-eye - Yellow, Eyewear: Half-moon Spectacles, Headwear: Halo (Enlightened Variant)
ArbiBird #6073: Background: Blue, Body: Tabby - Purple, Beak: Small - Skeleton, Outerwear: Bomber Jacket, Eyes: Fire - Ruby, Eyewear: None, Headwear: Mohawk (Pink)
ArbiBird #6074: Background: Blue, Body: Guardian - Purple, Beak: Short - Gray, Outerwear: Hero's Tunic, Eyes: Discerning - Golden, Eyewear: Monocle (Jade), Headwear: Skully (Jade)
ArbiBird #6075: Background: Blue, Body: Professor - Brown, Beak: Small - Ruby, Outerwear: None, Eyes: Angry - Skeleton, Eyewear: Rose-Colored Glasses, Headwear: Mohawk (Jade)
ArbiBird #6076: Background: Blue, Body: Stark - Pink, Beak: Short - Skeleton, Outerwear: None, Eyes: Heart - Epic, Eyewear: Half-moon Spectacles, Headwear: Aviator's Cap
ArbiBird #6077: Background: Blue, Body: Glitch - Legendary Guardian, Beak: Small - Ruby, Outerwear: Hoodie Down, Eyes: Rainbow - Epic, Eyewear: Aviators, Headwear: Pirate's Hat
ArbiBird #6078: Background: Blue, Body: Professor - Gray, Beak: Short - Orange, Outerwear: Jean Jacket, Eyes: Open - Moon, Eyewear: Monocle (Jade), Headwear: Headband
ArbiBird #6079: Background: Blue, Body: Emperor - Green, Beak: Small - Gray, Outerwear: None, Eyes: Angry - White, Eyewear: Gazelles, Headwear: Hero's Cap
ArbiBird #6080: Background: Blue, Body: Skeleton - Bone, Beak: Small - Skeleton, Outerwear: Gold Chain, Eyes: Relaxed (Enlightened), Eyewear: Gazelles, Headwear: Chromie
ArbiBird #6081: Background: Blue, Body: Cosmic - Legendary Crescent, Beak: Small (Jade), Outerwear: None, Eyes: Glitch 6, Eyewear: Gazelles, Headwear: Skully (Jade)
ArbiBird #6082: Background: Blue, Body: Tabby - White, Beak: Long - Robot, Outerwear: Punk Jacket, Eyes: Relaxed - Yellow, Eyewear: Monocle (Jade), Headwear: Space Helmet
ArbiBird #6083: Background: Blue, Body: Stark - Green, Beak: Small - Skeleton, Outerwear: Hero's Tunic, Eyes: Relaxed - Golden, Eyewear: Monocle (Jade), Headwear: Mohawk (Pink)
ArbiBird #6084: Background: Blue, Body: Sage - Brown, Beak: Small - Golden, Outerwear: Hoodie Down, Eyes: Heart - Epic, Eyewear: Visor (Jade), Headwear: Queen's Crown
ArbiBird #6085: Background: Blue, Body: Crescent - Brown, Beak: Short - Gray, Outerwear: Punk Jacket, Eyes: Open - Skeleton, Eyewear: Gazelles, Headwear: Halo (Jade)
ArbiBird #6086: Background: Blue, Body: Brave - Black, Beak: Short - Golden, Outerwear: Bomber Jacket, Eyes: Angry - Blue, Eyewear: Sunglasses, Headwear: Tiny Crown (Jade)
ArbiBird #6087: Background: Blue, Body: Tabby - Pink, Beak: Small - Robot, Outerwear: Hoodie Down, Eyes: Open - White, Eyewear: Half-moon Spectacles, Headwear: Chromie
ArbiBird #6088: Background: Blue, Body: Stark - Blue, Beak: Long - Orange, Outerwear: None, Eyes: Open - Robot, Eyewear: Aviators, Headwear: Tiny Crown (Jade)
ArbiBird #6089: Background: Blue, Body: Sage - Brown, Beak: Short (Jade), Outerwear: Gold Chain, Eyes: Open - Purple, Eyewear: Visor (Jade), Headwear: Dancing Flame (Jade)
ArbiBird #6090: Background: Blue, Body: Emperor - Pink, Beak: Long - Orange, Outerwear: Diamond Necklace, Eyes: Open - Diamond, Eyewear: Monocle, Headwear: Gremplin
ArbiBird #6091: Background: Blue, Body: Tabby - Brown, Beak: Small - Ruby, Outerwear: None, Eyes: Open - Ruby, Eyewear: Sunglasses, Headwear: Karate Band
ArbiBird #6092: Background: Blue, Body: Tabby - White, Beak: Long - Ruby, Outerwear: Hoodie, Eyes: Angry - Green, Eyewear: Visor (Jade), Headwear: Bow
ArbiBird #6093: Background: Blue, Body: Jade - Legendary Professor, Beak: Short - Ruby, Outerwear: Hoodie, Eyes: Glitch 6, Eyewear: Monocle (Jade), Headwear: Halo
ArbiBird #6094: Background: Blue, Body: Crescent - Gray, Beak: Short - Ruby, Outerwear: Diamond Necklace, Eyes: Moon - Epic, Eyewear: Rose-Colored Glasses, Headwear: None
ArbiBird #6095: Background: Blue, Body: Tranquil - Purple, Beak: Long - Robot, Outerwear: Hoodie Down, Eyes: Open - Diamond, Eyewear: Big Tech, Headwear: Aviator's Cap
ArbiBird #6096: Background: Blue, Body: Tranquil - Blue, Beak: Small - Orange, Outerwear: Jean Jacket, Eyes: Open (Cosmic), Eyewear: Eyepatch, Headwear: Halo (Enlightened Variant)
ArbiBird #6097: Background: Blue, Body: Ruby Skeleton - Legendary Bone, Beak: Long - Golden, Outerwear: Bomber Jacket, Eyes: Rainbow - Epic, Eyewear: Monocle, Headwear: Wizard's Hat (Jade)
ArbiBird #6098: Background: Blue, Body: Jade - Legendary Sage, Beak: Short - Robot, Outerwear: Hoodie, Eyes: Open - Red, Eyewear: Monocle (Jade), Headwear: Bandana
ArbiBird #6099: Background: Blue, Body: Professor - Green, Beak: Short - Gray, Outerwear: Gold Chain, Eyes: Angry - Purple, Eyewear: Jobs Glasses, Headwear: Diamond
ArbiBird #6100: Background: Blue, Body: Enlightened - Legendary Sage, Beak: Small - Robot, Outerwear: Bomber Jacket, Eyes: Discerning - Green, Eyewear: Aviators, Headwear: Karate Band
ArbiBird #6101: Background: Blue, Body: Glitch - Legendary Professor, Beak: Small - Robot, Outerwear: Hero's Tunic, Eyes: Adorable - Ruby, Eyewear: Jobs Glasses, Headwear: Queen's Crown
ArbiBird #6102: Background: Blue, Body: Brave - Black, Beak: Long - Golden, Outerwear: Hoodie Down, Eyes: Diamond - Epic, Eyewear: Eyepatch, Headwear: Dancing Flame (Enlightened Variant)
ArbiBird #6103: Background: Blue, Body: Stark - White, Beak: Long - Skeleton, Outerwear: Bomber Jacket, Eyes: Relaxed - Golden, Eyewear: Rose-Colored Glasses, Headwear: Cowboy Hat
ArbiBird #6104: Background: Blue, Body: Tabby - Gray, Beak: Small - Gray, Outerwear: Bomber Jacket, Eyes: Glitch 1, Eyewear: 3D Glasses, Headwear: Crescent Talisman
ArbiBird #6105: Background: Blue, Body: Guardian - Red, Beak: Small (Cosmic), Outerwear: Gold Chain, Eyes: Discerning - Green, Eyewear: Gazelles, Headwear: Unicorn Horn (Jade)
ArbiBird #6106: Background: Blue, Body: Tabby - Black, Beak: Short - Gray, Outerwear: Diamond Necklace, Eyes: Discerning - Red, Eyewear: None, Headwear: Chromie
ArbiBird #6107: Background: Blue, Body: Sage - Gray, Beak: Small - Orange, Outerwear: Punk Jacket, Eyes: Discerning - Skeleton, Eyewear: Big Tech, Headwear: Unicorn Horn (Jade)
ArbiBird #6108: Background: Blue, Body: Professor - Gray, Beak: Long - Ruby, Outerwear: Diamond Necklace, Eyes: Angry - Red, Eyewear: Rose-Colored Glasses, Headwear: Halo (Jade)
ArbiBird #6109: Background: Blue, Body: Professor - Brown, Beak: Long - Skeleton, Outerwear: Hoodie, Eyes: Glitch 1, Eyewear: Sunglasses, Headwear: Headband
ArbiBird #6110: Background: Blue, Body: Emperor - White, Beak: Long - Robot, Outerwear: Diamond Necklace, Eyes: Angry - Blue, Eyewear: Visor (Jade), Headwear: Crescent Talisman (Jade)
ArbiBird #6111: Background: Blue, Body: Stark - Gray, Beak: Long - Robot, Outerwear: Jean Jacket, Eyes: Glitch 5, Eyewear: 3D Glasses, Headwear: Dancing Flame (Jade)
ArbiBird #6112: Background: Blue, Body: Tabby - Brown, Beak: Long - Orange, Outerwear: Hoodie, Eyes: Discerning - Gray, Eyewear: Rose-Colored Glasses, Headwear: Flower
